"06_3928A_1x.cov","06_3928A_cov.sum","06_3928A_cov.sd","P17777_1x.cov","P17777_cov.sum","P17777_cov.sd"
"PITG_03682",567,20665,7.58347065106888,567,30698,8.0675934780195
"PITG_03683",1341,82298,13.0941710395749,1340,89043,12.5334763593508
"PITG_03684",962,58888,12.552569488502,962,67121,9.21435926929522
"PITG_03685",1652,99647,14.4870894960504,1652,126296,17.5902781671475
"PITG_03688",255,12309,6.38598656871173,255,13428,7.39900973557683
"PITG_03690",483,29341,18.0827503292772,483,35451,13.2735094042939
"PITG_03691",1602,103068,13.2690408019073,1602,116609,12.9476461772131
"PITG_03692",1818,98078,13.4762707475141,1818,121304,13.3410325767444
"PITG_03693",5204,322369,14.8727192740679,5204,350068,14.517238532684
"PITG_03694",1427,84208,10.7561536034591,1427,98917,17.48639142116
"PITG_03695",706,39618,8.8915033089553,706,46795,12.4786858243792
"PITG_03696",2958,183907,15.9895629194075,2958,215974,13.5703113841663
"PITG_03697",578,63390,25.287858974805,578,62696,15.1974867939632
"PITG_03698",1502,84426,16.7330483763829,1502,145252,25.8182796637601
"PITG_03700",1365,81673,25.3393572871327,1365,110989,17.2056795158793
"PITG_03701",2486,163598,15.9640200545871,2486,173892,14.592457045095
"PITG_03702",1477,98034,13.9687441637645,1477,109875,11.1029791365478
"PITG_03703",1480,99677,13.5934498635028,1480,109782,12.3736513370016
"PITG_03704",672,46200,14.7126475190352,672,48890,12.6062101205322
"PITG_03707",1269,99241,20.6143831041938,1269,132988,15.6408566716037
"PITG_03708",678,54715,14.4400262157241,678,61023,14.0395614658408
"PITG_03709",694,53691,9.99370422389807,694,53913,15.3634135559345
"PITG_03710",3760,270259,15.3434952371149,3760,287078,14.6491648604389
"PITG_03711",1595,91531,13.0998505013097,1595,104604,10.4809652543291
"PITG_03712",3342,198979,16.2524461644943,3342,252260,16.2019061201461
"PITG_03713",2429,118399,29.3982299457601,2441,138137,29.0856095544475
"PITG_03714",885,60940,20.40942202766,885,67872,13.9381628219592
"PITG_03715",1000,67234,15.1149497420834,1000,74685,16.0522100798752
"PITG_03716",1323,78621,11.2230704626483,1323,95801,17.1827080184389
"PITG_03717",2187,153771,13.7192631834721,2187,183824,13.4129610420497
"PITG_03718",1194,84223,13.2958699385579,1194,87631,11.0669977535271
"PITG_03719",1215,82496,14.8633352739619,1215,91300,11.1335236765032
"PITG_03721",2085,117528,17.7135486709986,2053,141918,20.8493112013842
"PITG_03722",339,20988,12.3342675987456,339,27075,11.53012859983
"PITG_03723",617,35426,25.1147309516108,585,48205,33.3513689764149
"PITG_03724",2800,186035,26.5216870603113,2800,214657,35.6991688665216
"PITG_03725",959,66130,20.7735390325726,959,70548,13.9795483651175
"PITG_03726",882,50640,20.4071763949325,881,55266,18.1247366145847
"PITG_03729",1353,133158,25.8213436293468,1353,122193,19.5342733601805
"PITG_03730",1028,58165,16.7065951048734,1028,59835,19.2458013133522
"PITG_03731",938,51826,18.2759770414882,938,48477,18.3967217210168
"PITG_03732",3987,259576,13.7230924996947,3987,304325,16.4967618533231
"PITG_03733",1473,90990,10.1948861733029,1473,103072,13.8238387870225
"PITG_03734",2353,161309,13.3393890234603,2353,177666,15.613014595665
"PITG_03735",2507,147853,15.9063821914879,2507,186722,15.7037845062864
"PITG_03736",2031,133500,18.5397086443649,2031,148683,15.7070023955209
"PITG_03737",3007,197048,11.0168184216005,3007,224063,11.16409952398
"PITG_03738",2027,117603,23.8819522432835,2027,128571,21.8704860357038
"PITG_03739",5650,420790,15.450474641178,5650,464968,13.9669308943463
"PITG_03740",3451,234840,18.3022405170954,3451,274446,16.8517863325607
"PITG_03741",699,38168,11.9534214407017,699,45434,13.9941145308811
"PITG_03742",909,46182,15.1250490461747,909,51121,15.7575657277658
"PITG_03743",1129,71081,16.0761189615025,1129,84235,8.62499464563923
"PITG_03744",993,51572,13.1483423433107,993,51264,10.847673327323
"PITG_03745",2109,128755,16.1239663975482,2109,134265,9.91661876814816
"PITG_03746",1088,74706,12.0915276198149,1088,78276,15.3209362193988
"PITG_03747",657,49610,18.2471258049335,657,37820,15.8746759502665
"PITG_03748",3027,197931,13.9426300682119,3027,233379,14.4548922049092
"PITG_03749",975,69871,13.0199650667176,975,75071,12.727356734022
"PITG_03750",1797,140388,16.4863204124148,1797,135404,9.64257773627552
"PITG_03751",7782,522326,14.7097365758343,7782,540071,12.9418227064041
"PITG_03752",379,21428,12.8715875172173,379,29231,14.8898886934205
"PITG_03753",2558,177061,14.6579144182639,2558,190319,11.0277971097871
"PITG_03754",2697,171169,19.2565185425551,2697,194257,16.6582090520197
"PITG_03755",2506,147952,14.2460579356429,2506,172673,10.3121698780866
"PITG_03756",2314,150190,20.4116635002435,2314,155673,16.7620196526905
"PITG_03757",2240,130054,11.7539153517385,2240,149021,10.6654501166123
"PITG_03758",2986,209416,13.4887195618111,2986,220029,14.939276590707
"PITG_03759",1284,80561,14.1254724810342,1284,88576,14.6634281488603
"PITG_03760",507,28853,15.9872618778745,507,35313,11.2482943020143
"PITG_03761",1349,81839,10.8198043776409,1349,89935,11.2669002686635
"PITG_03762",708,46335,13.398518553446,708,49024,14.4612937365097
"PITG_03763",1786,93169,14.9001458993526,1786,110798,18.5143378617631
"PITG_03764",2724,189431,19.9933914201777,2724,228190,14.9742604412471
"PITG_03765",201,10369,13.8619490635623,201,13295,8.64835704639847
"PITG_03766",429,27463,9.03224827126919,429,26521,8.77804976519989
"PITG_03767",4755,339751,16.2300813444352,4755,397001,16.0630095279541
"PITG_03768",923,45758,12.2155938885049,923,48407,15.5742566317003
"PITG_03769",713,44838,14.7287171743427,713,54502,14.2039575851774
"PITG_03770",433,31157,14.584695673014,433,32841,8.41606609442251
"PITG_03771",924,60024,11.5259656649608,924,71348,11.890923091057
"PITG_03772",1588,114520,12.5822982068789,1588,121051,12.0273271610583
"PITG_03773",2755,178694,15.5114724331693,2755,206854,13.4595330060728
"PITG_03774",3442,210820,18.410809240385,3442,246680,16.1720962478642
"PITG_03775",2426,165449,15.8668120565099,2426,186004,14.0281823653955
"PITG_03776",3841,263882,15.1772726425519,3841,295568,12.5870686379053
"PITG_03777",2315,166994,16.6061631405423,2315,177645,13.3886338625888
"PITG_03778",2233,154143,16.5345035309989,2233,170628,18.3861769989846
"PITG_03779",6320,425831,19.9028437372842,6320,496293,22.315442953429
"PITG_03780",3248,216599,14.3801029562118,3248,245019,13.3744842230175
"PITG_03781",906,40627,12.455109642179,906,48903,10.7061459730718
"PITG_03782",1064,65647,18.8975093043174,1064,74330,17.5906963934958
"PITG_03783",258,20339,18.795006511824,258,22393,10.3975663875011
"PITG_03784",905,42242,12.3105169094562,905,60752,13.0181066055779
"PITG_03786",492,21144,9.5693105984751,492,22036,9.38278705898312
"PITG_03788",1241,75924,13.476650305419,1241,91976,13.0696568004479
"PITG_03789",7113,486766,15.2275605097989,7113,543758,14.23408890437
"PITG_03790",1198,84920,18.6826843089353,1198,88181,15.0014709352056
"PITG_03791",1259,65539,25.9521235247529,1259,71107,27.2502708117411
"PITG_03792",1565,121892,25.3825936017032,1565,127923,16.4621777232641
"PITG_03793",468,34435,10.4815607222466,468,34321,11.8634568553179
"PITG_03794",1518,109991,15.9742872188655,1518,120264,10.4374000649786
"PITG_03795",707,39340,12.9747072659518,707,53463,19.3228369137996
"PITG_03796",766,50976,11.0396618775619,766,70810,18.9986190209127
"PITG_03797",420,22464,13.5909307720227,420,27356,9.56481885586055
"PITG_03798",517,38824,17.6208097938084,517,43192,20.0944605923656
"PITG_03799",1543,90854,19.5415898260312,1543,116675,15.5208553986106
"PITG_03800",644,34706,10.7632800755619,644,42627,11.651330880934
"PITG_03801",1398,103682,15.2064805588618,1398,107505,10.7533277621341
"PITG_03802",934,62663,17.1313338230653,934,69144,10.9713238513891
"PITG_03803",2148,117619,22.4462368676793,2148,131943,24.6153759911809
"PITG_03804",4394,226118,28.648469546121,4492,296655,31.9654119884808
"PITG_03806",1577,56719,16.9906526989075,1551,47194,17.4750074419351
"PITG_03807",779,19848,21.1775553762293,822,25188,18.740410710989
"PITG_03808",1033,37213,11.5449742643077,1034,27752,6.62034691819415
"PITG_03810",1407,51405,9.46596841249395,1407,43388,7.14420297879646
"PITG_03811",892,45493,12.339701644557,892,53899,8.0948340545842
"PITG_03812",2718,192368,16.4818533493431,2718,206277,12.3046209555933
"PITG_03813",2252,147620,19.8672988665116,2252,158895,13.6285952966323
"PITG_03814",1482,53463,13.8600287098241,1482,61937,15.8768769684445
"PITG_03815",1551,100134,20.1574766768106,1551,106081,16.791255879057
"PITG_03816",1230,77745,18.5537315752719,1230,87908,13.7137535268376
"PITG_03817",2576,174120,14.0623250677576,2576,207969,17.3059480455574
"PITG_03818",2742,177967,15.3864931534882,2742,210046,15.6367266598229
"PITG_03819",928,57533,13.7296673360384,928,63098,11.1261260514875
"PITG_03820",797,51694,16.7161320684254,797,59942,13.4771352774513
"PITG_03821",3044,179758,12.8332844751624,3044,216856,14.4439489553871
"PITG_03822",1792,105886,17.5254153675722,1792,119315,14.0476166664257
"PITG_03823",922,53853,14.4258502091891,922,62281,14.7038888911208
"PITG_03824",672,42052,13.2744713249715,672,52359,13.9833925970224
"PITG_03825",2036,124332,17.9793618447455,2036,146115,16.5289002660918
"PITG_03826",950,63396,11.6093821484323,950,64518,8.7655880782464
"PITG_03827",1240,79530,13.7677816213621,1240,94190,14.528310951549
"PITG_03828",1679,90689,13.8068725207066,1679,90607,9.4651020375122
"PITG_03829",2808,178477,17.457585923356,2808,197132,17.444680557645
"PITG_03830",3449,249818,15.9423656184606,3449,270634,14.3058708566842
"PITG_03831",2000,123551,11.5148771573115,2000,145292,13.0296035735798
"PITG_03832",2358,151054,13.2861756890425,2358,162883,15.1035052343234
"PITG_03833",2409,195201,26.5801915234693,2409,222760,37.3088042173082
"PITG_03834",631,15070,11.017973894892,423,5430,9.18804793678655
"PITG_03835",852,59402,12.138329054484,852,58549,15.7793226407134
"PITG_03836",1754,98657,12.1758391808048,1754,115730,15.0746259445259
"PITG_03837",2129,149790,16.3363193051464,2129,164809,15.9749798550971
"PITG_03838",2209,138168,15.0441862989826,2209,156022,11.7969850002205
"PITG_03839",777,40274,13.3607870662125,777,48458,12.7228686275405
"PITG_03840",3071,190311,13.3390795589575,3071,219735,14.2270052143278
"PITG_03841",1982,138707,14.0150717630871,1982,147037,10.7310355644815
"PITG_03842",4143,259180,12.6913509966466,4143,285675,12.810763804943
"PITG_03843",1253,68731,11.8061749441303,1253,78608,15.2702377383537
"PITG_03844",1746,105160,13.8163219362244,1746,120945,14.5174125919935
"PITG_03845",5101,306821,17.0406058700884,5103,360600,14.4700406931598
"PITG_03846",1944,119907,14.7780391135351,1944,123828,8.25164398686243
"PITG_03850",2685,147839,14.299932556246,2685,177747,16.5144745254719
"PITG_03851",1389,78390,11.9610201207039,1389,81687,10.3737025817769
"PITG_03852",729,37838,14.707275544219,729,46795,7.72167782778849
"PITG_03853",1232,35440,16.2280289893938,1253,64694,10.9916339675857
"PITG_03854",1062,63704,11.7594391847188,1062,69738,13.45148716941
"PITG_03855",5540,384299,14.4452733632639,5540,426597,13.8647748599182
"PITG_03856",1789,103523,13.273602316268,1789,109086,9.97446309975998
"PITG_03857",637,39750,12.7561255318364,637,49196,12.3273661998913
"PITG_03858",5234,352171,14.1471824449173,5234,401313,14.935094868047
"PITG_03859",1775,116279,13.6053987522751,1775,134945,16.5169766641981
"PITG_03860",15735,1049303,13.5943983670173,15735,1128533,14.3050796759054
"PITG_03862",360,26621,22.3381206845271,360,29249,10.3642568262518
"PITG_03863",2538,157122,11.9662583293351,2538,173542,15.1142070703093
"PITG_03864",4123,241882,12.8643922194294,4123,270362,12.3792186434999
"PITG_03865",1392,80057,13.724929235512,1392,104149,17.8946059904113
"PITG_03866",1045,68775,13.2989719750834,1045,78748,13.5285232307711
"PITG_03867",1259,74989,15.4818693756512,1259,78659,15.5480205122152
"PITG_03868",1503,95513,17.769838088482,1503,121834,15.1873232396464
"PITG_03869",708,44695,11.9090912744029,708,52695,10.1204434293548
"PITG_03870",4180,265161,13.0566502594686,4180,296178,12.1723219832675
"PITG_03871",1305,81644,16.3870263324182,1305,95138,10.5541490334278
"PITG_03872",2811,203465,12.3807251774682,2811,230153,13.2779976123558
"PITG_03873",1530,101568,18.5372907094653,1530,110756,12.319695893949
"PITG_03874",1385,89253,15.1817906653117,1385,99912,15.2889175405514
"PITG_03875",527,32594,11.9055100982118,527,34863,10.1670972977184
"PITG_03876",1416,82460,12.0562919424162,1416,102691,12.9694209892712
"PITG_03877",1680,118929,16.7757458801117,1680,128029,13.6969345158283
"PITG_03878",2326,149349,13.7339054811365,2326,171862,14.9006817826566
"PITG_03879",8263,516088,14.268006401792,8263,588078,13.0186080846646
"PITG_03880",1140,67239,14.8874800284012,1140,83693,12.3195222737279
"PITG_03881",420,27858,12.1761785845678,420,28501,12.8602467809422
"PITG_03882",529,24740,12.350960025573,529,32480,9.54046796620318
"PITG_03883",2592,147681,16.3215500844335,2591,187749,15.1397628392828
"PITG_03884",2456,145673,26.5641154044996,2456,175355,12.7617164774723
"PITG_03885",2598,109608,13.9939040965567,2590,96042,22.7570693723267
"PITG_03886",1507,86269,29.6415132455876,1518,95013,23.9627946420485
"PITG_03887",1367,89821,24.0952442927469,1367,91755,19.5585213010336
"PITG_03888",886,33782,12.8313410367155,886,47285,19.7358348727769
"PITG_03889",925,60071,14.792169434815,925,78189,9.62210718943344
"PITG_03890",3515,251487,15.9498096852743,3515,284456,16.4951305812954
"PITG_03891",1556,100704,13.8098671638463,1556,107525,9.93944175584197
"PITG_03892",2067,156064,15.8602124358958,2067,167667,14.1585567997558
"PITG_03897",740,41992,11.2836618830495,740,46834,11.9597947082499
"PITG_03898",1839,117615,17.005878652972,1839,125598,14.2293871367567
"PITG_03899",2889,182390,15.5352586309683,2889,217232,13.6121535316535
"PITG_03900",1014,58326,14.3725314233458,1014,70856,18.5188689103191
"PITG_03901",2295,144953,12.7555139062905,2295,168337,10.3000270189328
"PITG_03902",3060,200054,19.0437015582533,3060,213320,16.4812089310094
"PITG_03903",4364,305688,16.8073857557635,4364,348917,13.8819847990637
"PITG_03904",3303,168002,14.5623351451822,3303,192325,22.6827075730806
"PITG_03905",405,18014,11.9436664110714,404,20449,9.00154273811192
"PITG_03906",1601,91528,13.4230475313212,1601,106081,13.1519349006232
"PITG_03907",1038,81100,15.1968815355814,1038,91807,11.1139655517216
"PITG_03908",3925,275968,14.1390361246309,3925,301458,15.2187843103472
"PITG_03909",2815,150383,15.1559839732822,2815,166584,18.3981912615855
"PITG_03910",1479,52377,11.1986841551569,1477,53550,10.7108853377922
"PITG_03911",1317,67958,14.2506310720937,1317,53390,6.43197016706796
"PITG_03912",1528,95469,17.1515333326299,1518,77278,21.6372652474825
"PITG_03914",1126,77783,14.6945179608397,1126,85235,13.7202439533174
"PITG_03915",2037,120276,14.655385735826,2037,156772,17.0652292048161
"PITG_03916",772,47580,11.002506689747,772,54142,12.447061613987
"PITG_03917",2165,145136,13.5354666846429,2165,152250,11.2641300061105
"PITG_03918",333,13283,8.82645409176316,333,18321,8.48064626783574
"PITG_03919",1104,66631,11.7285140772375,1104,77039,13.5252488912016
"PITG_03920",972,74951,17.0377064472273,972,80797,13.9308996932886
"PITG_03921",303,20605,7.88262333624783,303,27070,8.1305545045784
"PITG_03922",626,41217,14.6937452516629,626,44959,9.51383012136935
"PITG_03923",491,29603,12.7177645595506,491,32197,10.4882866307481
"PITG_03924",1236,72846,11.609331639213,1236,88502,10.5588669623017
"PITG_03925",699,47734,11.6444229662137,699,52411,10.8981820465136
"PITG_03926",816,50898,13.0075603310871,816,62304,15.7238575693225
"PITG_03927",1626,95443,14.6124653572497,1626,114357,11.8994156622277
"PITG_03929",1643,91011,10.2089021496441,1643,102713,10.306400759132
"PITG_03930",2918,196011,12.8238454558826,2918,223108,12.0340712606661
"PITG_03931",480,30319,33.6912791698623,480,30321,26.6139701197014
"PITG_03932",1226,67899,15.471938692554,1226,73874,12.8725488372195
"PITG_03933",1268,46838,13.3618228938821,1269,50640,15.7033986476483
"PITG_03934",2694,196338,14.5093415675793,2694,229609,16.0095215409236
"PITG_03935",2384,139993,15.403710048851,2384,156647,11.6864049592512
"PITG_03936",1171,32808,13.5246454274481,1206,47350,9.64202423020665
"PITG_03937",812,51892,14.6738855879575,812,59985,20.0453842259459
"PITG_03938",2364,134652,19.829532743373,2364,162793,15.233669688221
"PITG_03939",1931,96485,16.9684988850416,1931,128663,22.1387756070913
"PITG_03940",773,52852,7.82687499899959,773,60428,9.91196815586026
"PITG_03941",2328,175880,14.6766936778923,2328,186915,15.173078028543
"PITG_03942",4600,343998,13.3543843789141,4600,383804,15.1227272810905
"PITG_03943",672,41879,7.91329813218177,672,40049,12.6134619731171
"PITG_03944",4045,245737,17.6957108493859,4045,293984,18.0806835330018
"PITG_03945",3981,255090,16.4770319758385,3981,293368,16.0198874328577
"PITG_03946",1718,100612,13.5278694707362,1718,118720,12.5688217859226
"PITG_03947",1666,106586,17.4667617983329,1666,127734,13.0656403691965
"PITG_03948",2140,116241,14.0046457471177,2140,140659,14.3324786574765
"PITG_03949",915,66122,15.4974408711266,915,69176,9.1957317915473
"PITG_03950",1018,63835,9.88195716685889,1018,74669,12.6737754985751
"PITG_03951",921,65394,18.0171714661082,921,67951,18.6228079026071
"PITG_03952",906,54820,13.7802182630364,906,67156,12.2261450909499
"PITG_03953",384,19210,28.623285150908,401,20049,35.4380643375955
"PITG_03954",995,54382,11.8494394419961,995,77729,12.7748167697309
"PITG_03955",1545,103661,15.1538355760501,1545,111055,12.2865413513537
"PITG_03956",963,62731,19.5619064602552,963,64435,17.592591991136
"PITG_03957",2017,127277,13.7536243569772,2017,145208,8.79776850649436
"PITG_03958",337,23222,11.6284427016916,337,26203,11.4377921330766
"PITG_03959",3276,197853,14.13013311534,3276,232695,15.2768248193913
"PITG_03960",1106,80409,16.6413086010689,1106,106761,26.8531716427868
"PITG_03961",1104,60503,13.5891785022692,1104,68004,18.0102075112676
"PITG_03965",1919,100523,13.347358316559,1919,125519,19.0002702884522
"PITG_03966",2301,148720,16.559946643353,2306,172311,18.0114681597838
"PITG_03967",937,58033,15.2267417152943,937,68727,13.2217517960941
"PITG_03968",851,55092,14.829246303576,851,68671,10.1554137426824
"PITG_03969",588,32128,13.5863422644143,588,31791,12.9398038412592
"PITG_03970",843,57320,14.3604754576013,843,60297,12.9616715012809
"PITG_03971",541,41548,11.2446727153767,541,45482,12.6374905845854
"PITG_03972",453,26221,14.1821899338851,453,34274,10.0390439994466
"PITG_03973",4612,279737,17.6246795112324,4616,318559,15.7018561653044
"PITG_03974",1086,66297,8.3076004827502,1086,71064,8.89441993674414
"PITG_03975",1161,52182,9.85304002603314,1161,63528,11.835324800141
"PITG_03977",4776,303852,13.4962514296379,4776,338853,12.3276952602945
"PITG_03978",1596,91636,14.5755355939904,1596,111041,15.9546796859964
"PITG_03979",1152,74877,13.8994462692617,1152,87528,15.2659453605004
"PITG_03980",1897,123945,10.9276987157794,1897,140815,13.9106994277844
"PITG_03983",15726,1208881,76.3413394599415,15720,1249051,63.7253291062483
"PITG_03984",1821,78055,9.83887292389967,1821,87100,15.7580941271463
"PITG_03985",976,49192,20.8401623443908,976,48615,19.801940681936
"PITG_03986",2368,169370,14.6791999017577,2368,169610,12.3719379770302
"PITG_03987",7471,450505,17.328382580385,7467,499807,17.1478462843071
"PITG_03988",2026,124017,13.3295793132127,2026,139417,10.9687512930935
"PITG_03989",1648,110621,12.2885145232589,1648,118318,10.8087833693811
"PITG_03990",1403,86621,14.1771460915824,1403,102326,12.5282230699396
"PITG_03991",303,16790,8.10964439802174,303,19220,7.31920340821368
"PITG_03992",753,26326,11.2589139114569,753,32544,13.5391888163658
"PITG_03993",1243,40608,15.3719461812151,1243,43221,17.3085848171208
"PITG_03994",2375,95795,19.1611455324076,2378,110005,19.3411012129847
"PITG_03995",1613,108717,15.8969479022691,1613,111707,17.0986733529203
"PITG_03996",662,36553,15.0887495670643,662,42794,11.4701392936293
"PITG_03997",2059,136638,10.6667690721899,2059,152579,16.2354362564108
"PITG_03998",7252,463481,13.2351679227068,7252,505509,12.1323824933952
"PITG_03999",1175,75664,14.5409241368777,1175,85032,14.6163070544946
"PITG_04000",1737,117367,14.2674428127634,1737,129340,11.8080779604274
"PITG_04001",1432,101317,13.2682108209546,1432,114125,12.5689394437221
"PITG_04002",3380,211393,13.9425633406006,3380,248951,14.3386997578695
"PITG_04003",19526,1340914,15.1611461334737,19526,1499609,14.6556109130843
"PITG_04004",882,72440,14.5856406212287,882,75405,14.6064707872143
"PITG_04005",1775,121391,13.751457781075,1775,148182,13.1300241560301
"PITG_04006",3031,163461,12.2459400111495,3031,237389,14.697341916515
"PITG_04010",3132,185723,15.4047891573501,3132,218138,12.8668122562001
"PITG_04011",1161,63072,15.596168026058,1161,90016,19.2798575725101
"PITG_04012",1256,72059,13.6840082389257,1256,88376,13.6408820110629
"PITG_04013",1244,57131,14.7201310656606,1244,71093,12.7337196847169
"PITG_04020",571,13839,14.1339013938409,570,18877,13.58591819332
"PITG_04021",1134,56432,19.3961503159251,1134,57793,15.8088068464083
"PITG_04022",1818,101783,11.99799690252,1818,129845,15.0039695479698
"PITG_04023",1584,82380,14.5145908484874,1584,93271,13.178338274959
"PITG_04024",413,3829,6.1777505607483,390,3878,7.82964467429097
"PITG_04025",1056,21315,8.60964913758374,1025,8312,4.3963022860164
"PITG_04026",1033,56188,15.6655562207811,1031,78886,31.9936131539366
"PITG_04027",2335,102839,16.9674945472295,2346,122314,22.3124144732345
"PITG_04028",2175,134344,16.1356981698114,2175,174278,16.6639283309148
"PITG_04030",411,22584,18.7482634647754,411,31648,27.3269721831706
"PITG_04031",1017,28858,19.8170936029757,1181,50207,16.1420881594213
"PITG_04032",789,26913,12.8477716788481,789,30052,9.00167705801107
"PITG_04033",447,11581,14.1911391046946,447,19590,12.0823398215929
"PITG_04034",3060,129849,26.43266110007,3204,201214,32.4103280187521
"PITG_04035",310,3085,5.36242791117684,327,9507,6.35412974548235
"PITG_04036",309,8369,6.10668472817029,309,9732,6.82985299570997
"PITG_04037",2265,108587,21.614282412108,2265,130928,22.8479161680811
"PITG_04038",1405,81572,11.9389834733999,1405,104247,10.3144433284937
"PITG_04039",2137,131048,15.4219304427716,2137,158635,13.6180064550908
"PITG_04040",1755,84376,17.8632755676897,1747,87529,21.3977797307604
"PITG_04041",455,30451,12.1280929098943,458,32837,17.5948081666491
"PITG_04042",571,21143,9.93059702660523,571,22411,10.2118512604947
"PITG_04043",1359,82953,27.4092673005025,1359,83310,27.5880262332823
"PITG_04044",594,36530,15.2818654068965,594,43295,13.4922026548859
"PITG_04047",662,23244,23.8526462424034,740,34487,23.163038888537
"PITG_04048",1554,98679,12.5986257286708,1554,125153,15.6030624642314
"PITG_04049",474,21894,6.68071463059802,474,29005,8.15488667049359
"PITG_04050",306,20770,9.53256386920629,306,23514,10.2112876451143
"PITG_04052",935,20045,11.0106089951376,936,27373,8.02862347872951
"PITG_04053",669,38355,14.709258326837,670,39296,13.5023817102327
"PITG_04054",3658,213161,17.369091324235,3658,270294,17.6004068780769
"PITG_04055",1098,54618,11.3477224862471,1098,58672,7.18589655653111
"PITG_04056",1035,58231,13.5685109668284,1035,70747,10.9093710582392
"PITG_04057",1083,70915,12.9018161747337,1083,80599,7.40136352598529
"PITG_04058",330,15809,11.0978088528187,330,8618,11.7966076523988
"PITG_04059",1231,65040,17.1281047025831,1231,71321,16.8018626433209
"PITG_04060",354,15722,16.3042761306267,354,20836,11.8322718362819
"PITG_04061",1914,130169,14.636863304168,1914,149479,11.5137756961618
"PITG_04062",1923,118304,20.1013035158724,1923,131303,20.4518154441599
"PITG_04063",936,59677,29.6449569644148,936,140267,49.1907354163116
"PITG_04064",1014,62508,11.4610025657253,1014,80813,10.0675925038481
"PITG_04065",1038,59306,13.0957867720904,1038,73101,13.6291861202073
"PITG_04066",966,53352,12.2200455960437,966,65351,15.435355208476
"PITG_04067",985,59460,17.3551035813987,985,68509,16.5207296906828
"PITG_04070",407,21697,8.93421394914765,407,28480,11.8734868675332
"PITG_04071",1131,75134,13.2611428996016,1131,93403,10.9017610868664
"PITG_04072",537,36956,18.8878010157434,537,49063,21.3990367087278
"PITG_04073",701,42267,13.016027178886,701,46040,15.4324860682982
"PITG_04074",528,31106,12.2130045804018,528,34692,10.8249754342276
"PITG_04075",496,27860,5.77626180076759,496,30181,11.0048344999872
"PITG_04076",714,34347,9.66080569560708,714,41902,12.4285179402461
"PITG_04077",699,41890,13.2574476804597,699,49907,15.00159668377
"PITG_04078",745,31808,14.7875562314098,745,44807,22.379775342364
"PITG_04079",673,30606,8.76816931742792,673,36311,6.48757650489101
"PITG_04081",318,11232,6.12366846889457,318,13788,7.45568021246285
"PITG_04082",655,29000,9.98269212548612,655,38220,12.8509406494756
"PITG_04085",303,9602,11.4696314085693,303,21095,17.2495659927467
"PITG_04086",303,12186,9.54036800808662,303,10737,11.324312333771
"PITG_04087",482,32591,13.1625053204818,482,31370,12.7047620271363
"PITG_04088",2326,152679,37.9264657776131,2281,104512,22.1975687906318
"PITG_04089",289,3631,12.8810507529137,309,6690,10.7298970031707
"PITG_04090",303,15843,13.5309333855689,303,8383,6.78363177392097
"PITG_04091",429,39250,24.776817881061,429,29941,16.6182070044668
"PITG_04092",2928,110806,15.3264776982025,2929,140467,19.4994585404213
"PITG_04093",3100,138315,18.0423821417945,3102,201534,19.8691383837852
"PITG_04096",6148,346707,14.7033085098603,895,9683,5.69886400962713
"PITG_04097",324,17699,9.75581302116894,324,21683,11.6700074663722
"PITG_04098",657,47937,22.5406517346205,657,48276,16.8696569049149
"PITG_04099",609,36980,7.97695094580891,609,41784,10.0573003460914
"PITG_04102",1084,55873,19.4598566881725,1084,82590,19.4599489825402
"PITG_04104",3170,82458,17.7064110907359,3157,122502,25.043704242172
"PITG_04105",1224,75734,13.5481523417366,1224,90315,9.26053114633346
"PITG_04108",1432,70921,16.8691483162527,1432,85021,14.4051056109889
"PITG_04109",610,29197,23.7953682677393,610,35007,21.8342359208313
"PITG_04110",1755,110833,12.8661000533859,1755,125927,15.7488152467645
"PITG_04111",763,31220,10.6397584340201,763,44098,11.9978183083075
"PITG_04112",4285,237944,15.9301955022316,4285,299829,14.2533890608246
"PITG_04113",1646,94048,12.84296005099,1646,121076,12.7889108740359
"PITG_04114",512,30496,13.4903023804889,512,37912,10.0223697937065
"PITG_04115",2899,174697,15.8961576835654,2899,215511,14.0850507883623
"PITG_04116",1343,78257,14.9374973161705,1343,101395,16.0070715633206
"PITG_04117",900,56755,19.7890892199898,900,71910,23.5723627318274
"PITG_04119",754,47295,12.8620307149995,754,59570,14.9085739113051
"PITG_04121",1080,72240,12.6998086821121,1080,93234,15.5367353455019
"PITG_04122",4324,242582,14.6997054386549,4324,302227,13.18130604384
"PITG_04123",1272,70827,11.3998236465545,1272,92064,10.8500569391062
"PITG_04124",860,50368,17.5869398168408,860,62862,10.8328490537298
"PITG_04125",1548,80512,16.8011264633219,1548,101773,14.1541565558069
"PITG_04126",1192,66515,15.8108009282059,1192,100319,17.2807215602876
"PITG_04127",1362,106090,16.0120809801614,1362,105678,10.1006467834927
"PITG_04129",1680,37032,5.83355159165938,1680,63362,9.2518851038271
"PITG_04130",1715,67511,9.75222503632191,1715,65357,6.75269987547556
"PITG_04131",1051,45872,12.5702722292462,1047,60608,23.729857510433
"PITG_04132",1047,58869,10.6945847001075,1047,71907,8.29200425297344
"PITG_04133",2291,118670,15.9387862004788,2291,161679,18.8091666960757
"PITG_04134",1923,106193,14.367858186256,1923,147158,22.3905306325885
