"X00Ip5_allele1","X00M_410_allele1","CBS.678.85_allele1","Ipom_1.2_allele1","Ipom_2.4_allele1","P3001_allele1","PIC97136_allele1","PIC97146_allele1","PIC97335_allele1","PIC97442_allele1","PIC97750_allele1","PIC97785_allele1","PIC99114_allele1","PIC99167_allele1","Pipo5_allele1","Pmir5_allele1"
"PITG_01984",5,4,3,4,4,2,2,2,2,3,2,3,2,5,5,5
"PITG_01985",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01986",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01987",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01988",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01989",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01990",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01991",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01992",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01993",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01994",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01995",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01996",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01997",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01998",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_01999",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02000",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02001",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02002",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02003",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02005",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02007",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02008",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02009",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02010",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02011",5,5,3,3,5,4,3,3,2,3,2,4,3,5,5,5
"PITG_02016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PITG_02017",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02018",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02019",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02020",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02021",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02022",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02023",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02024",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02026",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02027",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02028",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02029",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02030",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02031",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02032",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02033",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02034",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02035",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02036",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02037",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02038",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02039",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02040",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02041",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02042",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02043",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02044",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02045",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02046",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02047",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02048",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02049",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02050",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02051",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02052",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02053",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02054",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02055",5,4,2,4,4,2,3,3,2,2,3,3,2,4,5,5
"PITG_02058",2,2,2,2,2,2,2,2,3,3,3,5,3,2,3,3
"PITG_02059",2,2,2,2,2,2,2,2,3,3,3,5,3,2,3,3
"PITG_02062",2,2,2,2,2,2,2,2,3,3,3,5,3,2,3,3
"PITG_02063",2,2,2,2,2,2,2,2,3,3,3,5,3,2,3,3
"PITG_02067",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02068",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02069",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02070",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02071",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02072",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02073",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02074",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02075",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02076",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02077",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02078",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02079",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02080",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02081",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02082",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02083",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02084",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02085",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02086",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02087",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02088",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02089",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02090",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02092",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02093",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02094",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02095",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02096",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02097",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02098",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02099",5,5,2,3,5,3,2,3,2,3,3,3,2,4,5,2
"PITG_02100",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02101",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02102",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02103",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02104",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02105",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02106",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02107",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02108",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02109",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02110",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02111",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02112",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02113",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02114",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02115",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02116",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02118",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02119",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02120",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02122",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02123",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02124",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02126",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02127",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02128",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02129",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02131",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02132",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02133",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02134",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02135",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02136",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02137",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02138",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02139",5,4,2,5,5,2,2,3,3,3,2,2,2,5,5,2
"PITG_02140",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02141",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02142",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02143",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02144",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02145",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02146",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02147",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02148",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02149",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02152",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02155",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02156",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02157",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02160",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02161",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02162",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02163",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02164",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02165",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02166",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02167",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02168",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02169",5,4,2,4,3,5,2,2,3,3,2,4,3,5,5,2
"PITG_02171",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02172",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02174",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02175",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02177",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02178",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02179",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02181",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02182",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02183",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02184",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02185",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02186",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02188",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02190",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02191",4,3,2,3,5,2,2,3,2,3,2,2,3,2,4,3
"PITG_02192",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02193",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02194",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02195",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02196",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02197",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02198",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02199",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02200",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02202",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02203",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02204",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02205",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02206",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02207",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02208",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02209",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02210",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02211",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02212",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02213",5,2,4,3,5,2,3,2,3,2,2,3,2,5,5,3
"PITG_02218",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02219",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02220",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02221",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02222",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02223",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02224",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02226",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02227",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02228",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02229",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02230",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02231",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02232",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02233",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02234",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02237",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02238",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02239",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02240",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02241",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02242",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02243",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02244",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02245",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02246",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02247",2,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2
"PITG_02248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PITG_02249",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02250",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02251",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02252",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02253",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02254",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02255",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02256",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02257",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02258",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02259",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02260",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02261",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02262",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02263",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02264",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02265",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02266",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02267",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02268",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02269",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02270",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02271",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02272",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02273",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02274",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02275",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02276",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02277",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02280",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02281",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02282",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02283",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02284",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02285",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02286",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02287",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02288",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02289",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02290",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02291",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02292",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02293",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02294",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02295",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02296",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02297",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02302",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02303",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02304",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02305",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02306",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02307",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02308",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02309",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02310",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02311",2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3
"PITG_02314",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02315",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02317",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02319",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02320",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02321",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02322",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02323",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02324",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02325",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02326",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02327",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02328",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02329",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02330",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02331",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02332",5,5,5,2,5,3,2,3,3,3,2,2,2,2,2,3
"PITG_02334",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02335",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02336",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02337",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02338",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02339",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02340",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02341",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02342",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02343",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02344",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02345",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02346",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02347",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02348",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02349",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02350",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02351",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02352",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02353",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02354",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02355",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02356",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02357",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02358",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02359",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02360",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02361",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02362",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02363",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02364",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02365",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02367",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02368",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02369",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02370",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02371",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02372",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02373",3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3
"PITG_02377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PITG_02379",5,3,3,4,5,2,3,3,3,3,2,2,2,5,3,2
"PITG_02380",5,3,3,4,5,2,3,3,3,3,2,2,2,5,3,2
"PITG_02381",5,3,3,4,5,2,3,3,3,3,2,2,2,5,3,2
"PITG_02382",5,3,3,4,5,2,3,3,3,3,2,2,2,5,3,2
